pmcid,doi,citations,author,author_link,author_h_index,publisher_link,author_citations
PMC137267,10.1186/cc987,42,PC Hébert,https://scholar.google.com//citations?user=EWsGRBdzyMcC&hl=en&oi=sra,93,https://link.springer.com/article/10.1186/cc987,41828
PMC137274,10.1186/cc1013,5,J Ball,https://scholar.google.com//citations?user=LaqXMw4AAAAJ&hl=en&oi=sra,30,https://ccforum.biomedcentral.com/articles/10.1186/cc1013,8396
PMC1475929,10.1093/ecam/nel003,0,MH Ravindranath;TS Saravanan,https://scholar.google.com//citations?user=K26N3KEAAAAJ&hl=fr&oi=sra;https://scholar.google.com//citations?user=ym96VbIAAAAJ&hl=fr&oi=sra,9,https://www.hindawi.com/journals/ecam/2006/105453/abs/,355
PMC1481583,10.1186/1465-9921-7-74,106,BR Celli;MJ Walker;M Danhof;KF Rabe,https://scholar.google.com//citations?user=TVa5__gAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=L-3RtTMAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=KC-nB-4AAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=yN7Gr8kAAAAJ&hl=en&oi=sra,128,https://link.springer.com/article/10.1186/1465-9921-7-74,81730
PMC1525174,10.1186/1471-2458-6-126,0,MA Stoto;SC Morton;R Boer,https://scholar.google.com//citations?user=_Dc0YuQAAAAJ&hl=fr&oi=sra;https://scholar.google.com//citations?user=66Z6PLsAAAAJ&hl=fr&oi=sra;https://scholar.google.com//citations?user=-vuaW6kAAAAJ&hl=fr&oi=sra,52,https://link.springer.com/article/10.1186/1471-2458-6-126,9883
PMC1540438,10.1186/1476-0711-5-7,247,E Alp;A Voss,https://scholar.google.com//citations?user=_SoApCAAAAAJ&hl=en&oe=ASCII&oi=sra;https://scholar.google.com//citations?user=RPiLnxoAAAAJ&hl=en&oe=ASCII&oi=sra,75,https://link.springer.com/article/10.1186/1476-0711-5-7,24443
PMC1751007,10.1186/cc4981,0,,,0,https://ccforum.biomedcentral.com/articles/10.1186/cc4981,0
PMC1764036,10.1371/journal.pone.0000143,71,P Caley,https://scholar.google.com//citations?user=V683Aj0AAAAJ&hl=en&oi=sra,34,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0000143,3503
PMC2206432,10.1186/cc5944,83,M Duffett;DJ Cook,https://scholar.google.com//citations?user=mBNIwZgAAAAJ&hl=en&oe=ASCII&oi=sra;https://scholar.google.com//citations?user=Iem4ceQAAAAJ&hl=en&oe=ASCII&oi=sra,195,https://ccforum.biomedcentral.com/articles/10.1186/cc5944,304243
PMC2206439,10.1186/cc5675,68,T Kelly,https://scholar.google.com//citations?user=GbCdN08AAAAJ&hl=de&oi=sra,24,https://ccforum.biomedcentral.com/articles/10.1186/cc5675,1346
PMC2566873,10.1093/nar/gkn518,0,,,0,https://academic.oup.com/nar/article-abstract/36/18/e116/1070099,0
PMC2569416,10.1371/journal.pone.0003548,195,MA Croyle;Y Zhang,https://scholar.google.com//citations?user=J91UnvoAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=2v7xX3YAAAAJ&hl=en&oi=sra,50,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0003548,8194
PMC2652430,10.1186/1750-1172-3-34,191,,,0,https://link.springer.com/article/10.1186/1750-1172-3-34,0
PMC2707627,10.1371/journal.pone.0006314,65,PC Huszthy,https://scholar.google.com//citations?user=vkzLdckAAAAJ&hl=en&oi=sra,21,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0006314,1464
PMC2717427,10.1186/cc7875,238,,,0,https://ccforum.biomedcentral.com/articles/10.1186/cc7875,0
PMC2758170,10.1007/s00281-009-0164-5,228,U Beuers,https://scholar.google.com//citations?user=kRHHQmUAAAAJ&hl=de&oi=sra,92,https://link.springer.com/article/10.1007/s00281-009-0164-5,30907
PMC2778081,10.2174/138161208786898806,61,,,0,https://www.ingentaconnect.com/content/ben/cpd/2008/00000014/00000034/art00005,0
PMC2811908,10.1186/cc8183,0,J Rello,https://scholar.google.com//citations?user=TDFTaPMAAAAJ&hl=fr&oi=sra,130,https://link.springer.com/article/10.1186/cc8183,63498
PMC2820229,10.1051/vetres/2009071,15,,,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2820229/,0
PMC2825274,10.1371/journal.pone.0009332,195,MH Le;DF Smee;DJ Faix,https://scholar.google.com//citations?user=Bz3QY_MAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=bXaVO3wAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=xKrq7GoAAAAJ&hl=en&oi=sra,27,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0009332,6243
PMC2846346,10.1155/2010/174378,225,D Fioretti;S Iurescia;VM Fazio,https://scholar.google.com//citations?user=n7_qDoYAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=W6QjtWkAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=Ec4FsYoAAAAJ&hl=en&oi=sra,50,https://www.hindawi.com/journals/bmri/2010/174378/abs/,10229
PMC2851514,10.3201/eid1310.061262,39,D Hober,https://scholar.google.com//citations?user=zpToxGMAAAAJ&hl=en&oi=sra,50,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2851514/,9021
PMC2892358,10.1093/ecam/nep152,0,IA Clark,https://scholar.google.com//citations?user=LyxRSrsAAAAJ&hl=fr&oi=sra,67,https://www.hindawi.com/journals/ecam/2010/879853/abs/,15315
PMC2909231,10.1371/journal.pone.0011721,67,AT Fleischauer;H Yu,https://scholar.google.com//citations?user=-o0XczgAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=IteqYn4AAAAJ&hl=en&oi=sra,79,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0011721&fbclid=IwAR3WSUFfaHYMYu09MWEU7o4SQn3wSPSbMlLn9ntLc5YiPHp3QEK_XoBytlM,39558
PMC2921955,10.1203/pdr.0b013e3181e9f3a0,28,JA Taylor;ET Martin;JA Englund,https://scholar.google.com//citations?user=TH8hP9AAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=V_l3ufkAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=0k2WLFYAAAAJ&hl=en&oi=sra,100,https://www.nature.com/articles/pr2010170,32758
PMC2923618,10.1371/journal.pone.0012262,74,R Berretta;P Moscato,https://scholar.google.com//citations?user=Nzd11McAAAAJ&hl=en&oe=ASCII&oi=sra;https://scholar.google.com//citations?user=cc3Ym4gAAAAJ&hl=en&oe=ASCII&oi=sra,54,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0012262,16388
PMC2939531,10.1186/1750-1172-5-22,168,,,0,https://link.springer.com/article/10.1186/1750-1172-5-22,0
PMC2949385,10.1371/journal.pone.0013137,0,ND Huntington,https://scholar.google.com//citations?user=SQY5lI8AAAAJ&hl=en&oi=sra,60,https://repository.helmholtz-hzi.de/handle/10033/203912,14049
PMC2950129,10.1371/journal.pmed.1000346,126,GM Leung,https://scholar.google.com//citations?user=RDMlPasAAAAJ&hl=en&oi=sra,107,https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1000346,83303
PMC2954148,10.1371/journal.pone.0013047,48,,,0,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0013047,0
PMC2970549,10.1371/journal.pmed.1000362,151,S van Der Werf;A Tibi,https://scholar.google.com//citations?user=kQbr8uMAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=-ELKrlkAAAAJ&hl=en&oi=sra,19,https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1000362,2830
PMC2970802,10.1007/s00705-010-0768-z,103,V Blazevic;VP Hytönen,https://scholar.google.com//citations?user=leHXPecAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=TF4guDAAAAAJ&hl=en&oi=sra,49,https://link.springer.com/article/10.1007/s00705-010-0768-z,7638
PMC2990691,10.1371/journal.pntd.0000892,47,A Nazmi;K Dutta;A Basu,https://scholar.google.com//citations?user=vic0P0EAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=njDfNtQAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=shWpfmIAAAAJ&hl=en&oi=sra,54,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000892,9140
PMC3001050,10.1093/nar/gkq650,33,CH Yu,https://scholar.google.com//citations?user=ECC0UmoAAAAJ&hl=en&oi=sra,13,https://academic.oup.com/nar/article-abstract/38/22/8277/1039260,1438
PMC3002947,10.1371/journal.pone.0015301,42,S Tikoo,https://scholar.google.com//citations?user=VM_Na1AAAAAJ&hl=en&oi=sra,39,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0015301,5735
PMC3003998,10.1155/2010/817580,28,M Lu,https://scholar.google.com//citations?user=llRcsVgAAAAJ&hl=pt-BR&oi=sra,57,https://downloads.hindawi.com/archive/2010/817580.pdf,15913
PMC3010100,10.1186/2042-6410-1-5,110,SL Klein;A Pekosz,https://scholar.google.com//citations?user=Qu6haX0AAAAJ&hl=pt-BR&oe=ASCII&oi=sra;https://scholar.google.com//citations?user=OrGVlyoAAAAJ&hl=pt-BR&oe=ASCII&oi=sra,65,https://link.springer.com/article/10.1186/2042-6410-1-5,15542
PMC3022902,10.1186/1471-2466-11-2,84,M Bonacchi,https://scholar.google.com//citations?user=wSGhOj0AAAAJ&hl=en&oi=sra,33,https://link.springer.com/article/10.1186/1471-2466-11-2,3169
PMC3030543,10.1186/1465-9921-12-10,0,K Amin,https://scholar.google.com//citations?user=nInbum0AAAAJ&hl=ko&oi=sra,25,https://respiratory-research.biomedcentral.com/articles/10.1186/1465-9921-12-10,3349
PMC3037927,10.1186/1471-2172-12-11,21,T Spentzas,https://scholar.google.com//citations?user=KirLoTQAAAAJ&hl=en&oi=sra,13,https://bmcimmunol.biomedcentral.com/articles/10.1186/1471-2172-12-11,908
PMC3042955,10.1186/1743-422x-8-49,0,,,0,https://virologyj.biomedcentral.com/articles/10.1186/1743-422X-8-49,0
PMC3060167,10.1371/journal.pcbi.1002015,58,VT Metzger;JO Lloyd-Smith;LS Weinberger,https://scholar.google.com//citations?user=S6OrUtMAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=H9g7NyAAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=PX5AHWEAAAAJ&hl=en&oi=sra,31,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1002015,6376
PMC3060978,10.2119/molmed.2010.00149,302,,,0,https://molmed.biomedcentral.com/articles/10.2119/molmed.2010.00149,0
PMC3061093,10.1098/rsif.2010.0474,54,MJ Keeling,https://scholar.google.com//citations?user=Lt4GceYAAAAJ&hl=en&oi=sra,74,https://royalsocietypublishing.org/doi/abs/10.1098/rsif.2010.0474,24623
PMC3064590,10.1371/journal.pone.0017942,20,SB Ditlev,https://scholar.google.com//citations?user=XF7yhQQAAAAJ&hl=en&oi=sra,22,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0017942,2078
PMC3065411,10.1186/1471-2334-11-66,24,P Devos;S Alfandari,https://scholar.google.com//citations?user=bl7wDcsAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=s242ymIAAAAJ&hl=en&oi=sra,29,https://link.springer.com/article/10.1186/1471-2334-11-66,4520
PMC3065884,10.1155/2011/476137,28,,,0,https://downloads.hindawi.com/archive/2011/476137.pdf,0
PMC3068961,10.1186/1745-6215-12-70,0,KEA Burns;O Smith;B Cuthbertson;DJ Cook;S Webb,https://scholar.google.com//citations?user=piH_AqsAAAAJ&hl=ko&oi=sra;https://scholar.google.com//citations?user=GzttsBMAAAAJ&hl=ko&oi=sra;https://scholar.google.com//citations?user=QHOUWysAAAAJ&hl=ko&oi=sra;https://scholar.google.com//citations?user=Iem4ceQAAAAJ&hl=ko&oi=sra;https://scholar.google.com//citations?user=MC6-YK0AAAAJ&hl=ko&oi=sra,73,https://trialsjournal.biomedcentral.com/articles/10.1186/1745-6215-12-70,60506
PMC3070035,10.1093/cid/cir121,146,CY Huang,https://scholar.google.com//citations?user=GgM8tGUAAAAJ&hl=pt-BR&oi=sra,37,https://academic.oup.com/cid/article-abstract/52/8/1003/287601,5319
PMC3095640,10.1371/journal.pone.0020069,52,,,0,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0020069,0
PMC3104979,10.1371/journal.pmed.1000441,297,SB Omer;MC Steinhoff;R Rochat;KP Klugman;BJ Stoll;U Ramakrishnan,https://scholar.google.com//citations?user=CnYjMpkAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=0KTCSYIAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=cg9gaS0AAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=5MlSU3wAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=ruv4w3YAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=ft-OsZUAAAAJ&hl=en&oi=sra,59,https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1000441,14907
PMC3132365,10.4103/0974-2700.82212,27,,,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3132365/,0
PMC3137391,10.1093/humrep/der171,551,J Boivin,https://scholar.google.com//citations?user=wkyU45AAAAAJ&hl=pt-BR&oi=sra,68,https://academic.oup.com/humrep/article-abstract/26/8/2084/650344,20131
PMC3145309,10.4103/0972-5229.83011,22,,,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3145309/,0
PMC3159992,10.1155/2012/931636,0,Y Zhang,https://scholar.google.com//citations?user=nqk6ydcAAAAJ&hl=ko&oi=sra,29,https://www.hindawi.com/journals/ecam/2012/931636/abs/,3078
PMC3161824,10.1371/journal.pone.0023988,41,MA Newton,https://scholar.google.com//citations?user=LMM1iqkAAAAJ&hl=de&oi=sra,58,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0023988,17559
PMC3163371,10.3797/scipharm.1012-08,14,SK Paliwal,https://scholar.google.com//citations?user=7OixjEEAAAAJ&hl=en&oi=sra,27,https://www.mdpi.com/2218-0532/79/3/389,2692
PMC3173582,10.1007/82_2011_123,13,YC Kim;MR Prausnitz,https://scholar.google.com//citations?user=jzrUVJcAAAAJ&hl=pt-BR&oi=sra;https://scholar.google.com//citations?user=mn2gcVUAAAAJ&hl=pt-BR&oi=sra,115,https://www.ncbi.nlm.nih.gov/pmc/articles/mid/NIHMS306227/,55117
PMC3176209,10.1186/1471-2334-11-225,37,,,0,https://link.springer.com/article/10.1186/1471-2334-11-225,0
PMC3189918,10.1371/journal.pone.0025294,0,,,0,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0025294,0
PMC3199055,10.1155/2012/691258,0,,,0,https://www.hindawi.com/journals/ecam/2012/691258/abs/,0
PMC3207872,10.1186/2110-5820-1-43,127,JL Vincent,https://scholar.google.com//citations?user=iR2UIH0AAAAJ&hl=en&oi=sra,208,https://link.springer.com/article/10.1186/2110-5820-1-43/,270442
PMC3218971,10.1186/cc10216,55,JG Laffey,https://scholar.google.com//citations?user=4Hgo5rwAAAAJ&hl=en&oi=sra,88,https://ccforum.biomedcentral.com/articles/10.1186/cc10216,32880
PMC3220036,10.1186/cc9241,78,SA Papiris;I Tsangaris;C Roussos,https://scholar.google.com//citations?user=1PkLFQIAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=KIJLr_gAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=JqsU-m8AAAAJ&hl=en&oi=sra,83,https://link.springer.com/article/10.1186/cc9241,24164
PMC3224494,10.1186/2110-5820-1-15,120,,,0,https://link.springer.com/article/10.1186/2110-5820-1-15,0
PMC3229615,10.1186/1471-2458-11-757,8,M Dobbins,https://scholar.google.com//citations?user=q41xoDMAAAAJ&hl=de&oi=sra,50,https://bmcpublichealth.biomedcentral.com/articles/10.1186/1471-2458-11-757,12662
PMC3235143,10.1371/journal.pone.0028696,70,,,0,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0028696,0
PMC3235500,10.1155/2012/970789,64,HC Fan,https://scholar.google.com//citations?user=PgkvXMgAAAAJ&hl=en&oi=sra,27,https://www.hindawi.com/journals/jir/2012/970789/abs/,2260
PMC3239386,10.1186/cc1860,285,JL Vincent;E Abraham;D Annane;G Bernard;E Rivers,https://scholar.google.com//citations?user=iR2UIH0AAAAJ&hl=sv&oi=sra;https://scholar.google.com//citations?user=cT_Us00AAAAJ&hl=sv&oi=sra;https://scholar.google.com//citations?user=sBVUj8sAAAAJ&hl=sv&oi=sra;https://scholar.google.com//citations?user=4mwlhHAAAAAJ&hl=sv&oi=sra;https://scholar.google.com//citations?user=W5c-Q9cAAAAJ&hl=sv&oi=sra,66,https://ccforum.biomedcentral.com/articles/10.1186/cc1860,36959
PMC3260104,10.1186/1471-230x-11-143,94,H Takeda,https://scholar.google.com//citations?user=1BrVnfIAAAAJ&hl=en&oe=ASCII&oi=sra,24,https://bmcgastroenterol.biomedcentral.com/articles/10.1186/1471-230X-11-143,1773
PMC3260331,10.1186/1471-2458-11-943,193,L Bond,https://scholar.google.com//citations?user=FHjeNycAAAAJ&hl=sv&oi=sra,56,https://bmcpublichealth.biomedcentral.com/articles/10.1186/1471-2458-11-943,19091
PMC3268102,10.1186/1475-2875-11-12,183,MVG Lacerda;AM Siqueira,https://scholar.google.com//citations?user=6Mxy7MgAAAAJ&hl=de&oi=sra;https://scholar.google.com//citations?user=i_TFUokAAAAJ&hl=de&oi=sra,43,https://link.springer.com/article/10.1186/1475-2875-11-12,9679
PMC3270559,10.1155/2012/594361,72,MP Ocaranza;JE Jalil,https://scholar.google.com//citations?user=0xy8DCAAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=UgfmXtcAAAAJ&hl=en&oi=sra,40,https://www.hindawi.com/journals/ijhy/2012/594361/abs/,6885
PMC3272817,10.1155/2012/147825,100,,,0,https://www.hindawi.com/journals/ijht/2012/147825/,0
PMC3274434,10.1186/1471-2334-12-15,0,A Rendon;MC Salinas-Carmona;AG Rosas-Taraco,https://scholar.google.com//citations?user=Nu9FpM4AAAAJ&hl=fr&oi=sra;https://scholar.google.com//citations?user=srKu1N8AAAAJ&hl=fr&oi=sra;https://scholar.google.com//citations?user=tti4G74AAAAJ&hl=fr&oi=sra,17,https://bmcinfectdis.biomedcentral.com/articles/10.1186/1471-2334-12-15,1251
PMC3292808,10.1186/1752-1947-6-20,0,D De Bels;J Devriendt,https://scholar.google.com//citations?user=dAzY7iEAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=4iBHcoQAAAAJ&hl=en&oi=sra,21,https://link.springer.com/article/10.1186/1752-1947-6-20,4587
PMC3311214,10.3201/eid1712.111002,27,NF Dowling;ML Gwinn;SR Zaki,https://scholar.google.com//citations?user=TGqbSAQAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=MN2Bcl8AAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=PYPjeV4AAAAJ&hl=en&oi=sra,129,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3311214/,68083
PMC3342007,10.3389/fimmu.2012.00005,102,S Rafati,https://scholar.google.com//citations?user=YHWVX5UAAAAJ&hl=en&oi=sra,47,https://www.frontiersin.org/articles/10.3389/fimmu.2012.00005/full,6347
PMC3344869,10.1371/journal.pone.0036412,34,PA Baeuerle,https://scholar.google.com//citations?user=Z2atVAEAAAAJ&hl=de&oi=sra,142,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0036412,86347
PMC3348640,10.1155/2012/713149,79,,,0,https://www.hindawi.com/journals/ecam/2012/713149/,0
PMC3358292,10.1371/journal.pone.0037649,66,,,0,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0037649,0
PMC3362645,10.1371/journal.pntd.0001666,76,,,0,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0001666,0
PMC3372491,10.1371/journal.pone.0038086,58,R Fu,https://scholar.google.com//citations?user=TKeEmdgAAAAJ&hl=pt-BR&oi=sra,22,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0038086,1019
PMC3376198,10.1038/bmt.2012.1,39,,,0,https://www.nature.com/articles/bmt20121,0
PMC3387643,10.1186/cc10369,0,P Valdez;M Blasco,https://scholar.google.com//citations?user=hCtoKtYAAAAJ&hl=fr&oe=ASCII&oi=sra;https://scholar.google.com//citations?user=fuQpJlYAAAAJ&hl=fr&oe=ASCII&oi=sra,37,https://ccforum.biomedcentral.com/articles/10.1186/cc10369,6656
PMC3410888,10.1371/journal.pone.0039284,38,K Komurov;S Mendiratta;PL Tsai,https://scholar.google.com//citations?user=a3iSMYcAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=bUE-R5IAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=R3rUqEYAAAAJ&hl=en&oi=sra,9,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0039284,761
PMC3433438,10.1371/journal.pone.0044455,0,DK Chang;TS Kupper,https://scholar.google.com//citations?user=uMgbDGwAAAAJ&hl=fr&oe=ASCII&oi=sra;https://scholar.google.com//citations?user=-pcmI4cAAAAJ&hl=fr&oe=ASCII&oi=sra,93,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0044455,33633
PMC3438601,10.1038/mtna.2012.30,222,,,0,https://www.cell.com/molecular-therapy-family/nucleic-acids/fulltext/S2162-2531(16)30095-6,0
PMC3439243,10.1186/1742-6405-9-24,81,HFL Wertheim;P Horby,https://scholar.google.com//citations?user=JVFGW64AAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=dLdQkzcAAAAJ&hl=en&oi=sra,87,https://link.springer.com/article/10.1186/1742-6405-9-24,66875
PMC3441198,10.3389/fmicb.2012.00308,19,M Shahiduzzaman,https://scholar.google.com//citations?user=7EtX7zIAAAAJ&hl=en&oi=sra,13,https://www.frontiersin.org/articles/10.3389/fmicb.2012.00308/full,984
PMC3443820,10.1155/2012/837939,103,,,0,https://www.hindawi.com/journals/ecam/2012/837939/abs/,0
PMC3472818,10.3390/s120810097,27,MH Yang;SJ Lee;SY Lee;CS Lee;TJ Park,https://scholar.google.com//citations?user=7fThVicAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=5S42znAAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=uSXESZIAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=7aS8-CYAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=Rdep-kQAAAAJ&hl=en&oi=sra,56,https://www.mdpi.com/1424-8220/12/8/10097,9785
PMC3486884,10.1371/journal.ppat.1002976,234,UF Greber,https://scholar.google.com//citations?user=lTDEa4wAAAAJ&hl=en&oi=sra,63,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1002976,15792
PMC3495096,10.1007/s00210-012-0793-4,31,,,0,https://link.springer.com/article/10.1007/s00210-012-0793-4,0
PMC3503790,10.1186/2110-5820-2-41,12,,,0,https://annalsofintensivecare.springeropen.com/articles/10.1186/2110-5820-2-41,0
PMC3521240,10.3389/fimmu.2012.00378,61,K Daigo,https://scholar.google.com//citations?user=zuu4XX4AAAAJ&hl=en&oi=sra,17,https://www.frontiersin.org/articles/10.3389/fimmu.2012.00378/full,1472
PMC3541562,10.1155/2012/594869,29,HM Elbadawy;S Ferrari,https://scholar.google.com//citations?user=VcfaSvkAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=x1RU25IAAAAJ&hl=en&oi=sra,45,https://www.hindawi.com/journals/joph/2012/594869/abs/,10147
PMC3573749,10.3892/ijmm.2012.1096,72,MH Chen,https://scholar.google.com//citations?user=erUMzeEAAAAJ&hl=pt-BR&oi=sra,73,https://www.spandidos-publications.com/ijmm/30/5/1021,22912
PMC3577649,10.1186/1471-2334-12-309,63,KC Chong;BC Ying Zee,https://scholar.google.com//citations?user=ksM_tQ4AAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=Ecd1TNYAAAAJ&hl=en&oi=sra,95,https://bmcinfectdis.biomedcentral.com/articles/10.1186/1471-2334-12-309,39453
PMC3580745,10.1186/cc11471,123,A Bouglé,https://scholar.google.com//citations?user=YfBp82gAAAAJ&hl=en&oi=sra,22,https://link.springer.com/article/10.1186/cc11471,1903
PMC3580775,10.2174/1389202911314010003,90,R Heil,https://scholar.google.com//citations?user=xh-0CboAAAAJ&hl=de&oi=sra,14,https://www.ingentaconnect.com/content/ben/cg/2013/00000014/00000001/art00003,690
PMC3587556,10.1007/s11670-011-0188-y,6,,,0,https://link.springer.com/article/10.1007/s11670-011-0188-y,0
PMC3592999,10.1002/psc.2482,47,,,0,https://onlinelibrary.wiley.com/doi/abs/10.1002/psc.2482,0
PMC3594242,10.1371/journal.pone.0055435,52,A Vitelli,https://scholar.google.com//citations?user=6_StVjMAAAAJ&hl=en&oi=sra,31,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0055435,7425
PMC3623550,10.2147/dddt.s42113,50,,,0,https://www.tandfonline.com/doi/abs/10.2147/DDDT.S42113,0
PMC3630143,10.1371/journal.pntd.0002181,35,OA Lihoradova;SV Indran;N Lokugamage,https://scholar.google.com//citations?user=EeD8bO4AAAAJ&hl=pt-BR&oi=sra;https://scholar.google.com//citations?user=0FCBy6MAAAAJ&hl=pt-BR&oi=sra;https://scholar.google.com//citations?user=35s9CDYAAAAJ&hl=pt-BR&oi=sra,19,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0002181,884
PMC3664454,10.1002/pmic.200900840,193,PK Giri;NA Kruh;KM Dobos;JS Schorey,https://scholar.google.com//citations?user=XFYhBtYAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=PDcLts8AAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=zEgCkh0AAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=f5nlQlkAAAAJ&hl=en&oi=sra,46,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/pmic.200900840,8226
PMC3681176,10.2147/tacg.s8762,9,SD Wilton;S Fletcher,https://scholar.google.com//citations?user=x7aSOX4AAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=m4HD_lUAAAAJ&hl=en&oi=sra,57,https://www.tandfonline.com/doi/abs/10.2147/TACG.S8762,11197
PMC3682304,10.1186/cc11811,149,CL Hodgson;A Nichol;MJ Bailey;DJ Cooper,https://scholar.google.com//citations?user=hdKq2W4AAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=lhMdKRAAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=rHKC-kAAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=4OA_JaQAAAAJ&hl=en&oi=sra,94,https://ccforum.biomedcentral.com/articles/10.1186/cc11811,45073
PMC3693495,10.1093/cid/cir1053,86,M Deloria-Knoll,https://scholar.google.com//citations?user=ZlLIOEAAAAAJ&hl=en&oi=sra,44,https://academic.oup.com/cid/article-abstract/54/suppl_2/S102/374603,13582
PMC3697994,10.1186/1750-2187-8-7,474,P Xie,https://scholar.google.com//citations?user=xq82YBcAAAAJ&hl=en&oe=ASCII&oi=sra,25,https://jmolecularsignaling.biomedcentral.com/articles/10.1186/1750-2187-8-7,2891
PMC3698065,10.1186/2110-5820-3-16,18,S Labarinas;D Arni;O Karam,https://scholar.google.com//citations?user=Y8dvqTAAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=reGN1UYAAAAJ&hl=en&oi=sra;https://scholar.google.com//citations?user=6eYnV5wAAAAJ&hl=en&oi=sra,26,https://annalsofintensivecare.springeropen.com/articles/10.1186/2110-5820-3-16,3743
